compound_name,canonical_smiles,BBclass
Unknown,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,BBB+
Unknown,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,BBB+
Unknown,Clc1cccc(Cl)c1N=C1NCCN1,BBB+
Unknown,CNCCCN1c2ccccc2CCc2ccccc21,BBB+
Unknown,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,BBB+
Unknown,CC(N)Cc1ccccc1,BBB+
Unknown,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,BBB+
Unknown,CN(C)CCOC(c1ccccc1)c1ccccc1,BBB+
Unknown,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,BBB+
Unknown,FC(F)OC(F)(F)C(F)Cl,BBB+
Unknown,CCOc1ccccc1C(N)=O,BBB+
Unknown,CCOCC,BBB+
Unknown,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,BBB+
Unknown,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,BBB+
Unknown,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,BBB+
Unknown,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,BBB+
Unknown,O=C(O)c1cc(O)ccc1O,BBB+
Unknown,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,BBB+
Unknown,FC(F)(F)C(Cl)Br,BBB+
Unknown,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,BBB+
Unknown,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,BBB+
Unknown,CC(C)Cc1ccc(C(C)C(=O)O)cc1,BBB+
Unknown,CCN(CC)CC(=O)Nc1c(C)cccc1C,BBB+
Unknown,CN(C)CCCN1c2ccccc2CCc2ccccc21,BBB+
Unknown,FC(F)OC(Cl)C(F)(F)F,BBB+
Unknown,CC(C)O,BBB+
Unknown,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,BBB+
Unknown,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,BBB+
Unknown,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,BBB+
Unknown,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,BBB+
Unknown,COC(F)(F)C(Cl)Cl,BBB+
Unknown,COC(=O)C(c1ccccc1)C1CCCCN1,BBB+
Unknown,COCCc1ccc(OCC(O)CNC(C)C)cc1,BBB+
Unknown,CN1CCN2c3ccccc3Cc3ccccc3C2C1,BBB+
Unknown,CN1CCN2c3ncccc3Cc3ccccc3C2C1,BBB+
Unknown,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,BBB+
Unknown,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,BBB+
Unknown,Cn1c(=O)[nH]c2ncn(C)c2c1=O,BBB+
Unknown,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,BBB+
Unknown,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,BBB+
Unknown,CC(C)NCC(O)COc1cccc2[nH]ccc12,BBB+
Unknown,CCC1(c2ccccc2)C(=O)NCNC1=O,BBB+
Unknown,CCN(CC)CCOC(=O)c1ccc(N)cc1,BBB+
Unknown,CN(C)CCCN1c2ccccc2Sc2ccccc21,BBB+
Unknown,CC(C)c1cccc(C(C)C)c1O,BBB+
Unknown,CC(C)NCC(O)COc1cccc2ccccc12,BBB+
Unknown,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,BBB+
Unknown,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,BBB+
Unknown,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,BBB+
Unknown,CCCN(CCC)CCc1cccc2c1CC(=O)N2,BBB+
Unknown,FCOC(C(F)(F)F)C(F)(F)F,BBB+
Unknown,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,BBB+
Unknown,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,BBB+
Unknown,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,BBB+
Unknown,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,BBB+
Unknown,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,BBB+
Unknown,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,BBB+
Unknown,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,BBB+
Unknown,C1CCc2nnnn2CC1,BBB+
Unknown,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,BBB+
Unknown,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,BBB+
Unknown,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,BBB+
Unknown,CCCCN1CC2Cc3cc(OC)c(OC)cc3C2C1,BBB+
Unknown,ClC(Cl)Cl,BBB+
Unknown,CCCCCO,BBB+
Unknown,CC(Cl)(Cl)Cl,BBB+
Unknown,C=C,BBB+
Unknown,C1CC1,BBB+
Unknown,C1CO1,BBB+
Unknown,CC(C)Br,BBB+
Unknown,CC(C)(C)O,BBB+
Unknown,CCC(C)(C)C,BBB+
Unknown,CCC(C)(C)O,BBB+
Unknown,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,BBB+
Unknown,CCCCC1(CC)C(=O)NC(=O)NC1=O,BBB+
Unknown,CC(C)CO,BBB+
Unknown,CCC(C)=O,BBB+
Unknown,ClCC(Cl)Cl,BBB+
Unknown,ClC=C(Cl)Cl,BBB+
Unknown,COC(C)=O,BBB+
Unknown,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,BBB+
Unknown,CCCOC(=O)c1ccc(N)cc1,BBB+
Unknown,Cc1ccccc1C,BBB+
Unknown,Cc1ccc(C)c(C)c1,BBB+
Unknown,CCC(C)CC,BBB+
Unknown,CC1CCCC1,BBB+
Unknown,CC(C)(C)c1ccccc1,BBB+
Unknown,FC(F)(F)c1ccc(Cl)cc1,BBB+
Unknown,CCc1ccccc1,BBB+
Unknown,C=Cc1ccccc1,BBB+
Unknown,Cc1ccc(C)cc1,BBB+
Unknown,CCCBr,BBB+
Unknown,C=CC=C,BBB+
Unknown,CCCC(C)C,BBB+
Unknown,CCCC(C)=O,BBB+
Unknown,CC(=O)OC(C)C,BBB+
Unknown,Cc1cccc(C)c1,BBB+
Unknown,CC1CCCCC1,BBB+
Unknown,CCCOC(C)=O,BBB+
Unknown,CCCCC,BBB+
Unknown,C=COC=C,BBB+
Unknown,CC(=O)OCC(C)C,BBB+
Unknown,CCCCCC,BBB+
Unknown,C1CCCCC1,BBB+
Unknown,C=CCCCCCC,BBB+
Unknown,CCCCCCCCC,BBB+
Unknown,C=CC,BBB+
Unknown,Cc1c(I)c(=O)n(-c2ccccc2)n1C,BBB+
Unknown,CCC(C)CO,BBB+
Unknown,CCOC(C)=O,BBB+
Unknown,CCCCCCC,BBB+
Unknown,CCCCCCC1(CC)C(=O)NC(=O)NC1=O,BBB+
Unknown,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,BBB+
Unknown,COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,BBB+
Unknown,FC(F)=CCl,BBB+
Unknown,C=COCC(F)(F)F,BBB+
Unknown,CC1CCCCC1C,BBB+
Unknown,CCCCC(C)C,BBB+
Unknown,CCCCCC(C)C,BBB+
Unknown,CCCCCOC(C)=O,BBB+
Unknown,ClCC(Cl)(Cl)Cl,BBB+
Unknown,CCOC(C)(C)C,BBB+
Unknown,CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,BBB+
Unknown,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,BBB+
Unknown,CCCCCCCC(C)C,BBB+
Unknown,C=CCCCCCCCC,BBB+
Unknown,COC(C)(C)C,BBB+
Unknown,CCCCCCCCCC,BBB+
Unknown,FS(F)(F)(F)(F)F,BBB+
Unknown,Cc1cccc(OCC(O)CNC(C)C)c1,BBB+
Unknown,CC(C)(C)C1CCCCC1,BBB+
Unknown,CCCCCCC(C)C,BBB+
Unknown,NC(=O)C1c2ccccc2C=Cc2ccccc21,BBB+
Unknown,CNCCCN1c2ccccc2Sc2ccccc21,BBB+
Unknown,CCCCOC(C)=O,BBB+
Unknown,CC(=O)OCCC(C)C,BBB+
Unknown,C=CCCCCCCC,BBB+
Unknown,FC(Br)C(F)(F)F,BBB+
Unknown,ClC(Cl)=C(Cl)Cl,BBB+
Unknown,c1cc2ccc3cccc4ccc(c1)c2c34,BBB+
Unknown,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,BBB+
Unknown,FC(F)OC(F)C(F)(F)F,BBB+
Unknown,CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,BBB+
Unknown,CCC(C)(C)OC,BBB+
Unknown,CNCCCN1c2ccccc2Sc2ccc(Cl)cc21,BBB+
Unknown,CCC(O)(CC(N)=O)c1ccccc1,BBB+
Unknown,CCc1ccc(C(=O)C(C)CN2CCCC2)cc1,BBB+
Unknown,CCCCCC1(CC)C(=O)NC(=O)NC1=O,BBB+
Unknown,c1ccc2c(c1)CCCN2,BBB+
Unknown,NCCCN1c2ccccc2Sc2ccc(Cl)cc21,BBB+
Unknown,C=COCCCCOC=C,BBB+
Unknown,CC(C)(C)OC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,BBB+
Unknown,O=C1CC(=O)N(c2ccccc2)c2cc(Cl)ccc2N1,BBB+
Unknown,Clc1ccc(N=C2NCCN2)c(Cl)c1,BBB+
Unknown,CC1CCC(C)C(C)C1,BBB+
Unknown,c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3s2)c1,BBB+
Unknown,O=[N+]([O-])c1nccn1CC(O)CF,BBB+
Unknown,Cc1cc(=O)n(-c2ccc(F)cc2)n1C,BBB+
Unknown,CCC1(C)C(=O)NC(=O)NC1=O,BBB+
Unknown,OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,BBB+
Unknown,CSc1ccc2c(c1)N(CCC1CCCNC1)c1ccccc1S2,BBB+
Unknown,CN1CN(c2ccccc2)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,BBB+
Unknown,CNCCCN1c2ccccc2CCc2cc(O)ccc21,BBB+
Unknown,CCOC(=O)c1ncn2c1CN(CCF)C(=O)c1cc(F)ccc1-2,BBB+
Unknown,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccc(Br)cc1)c1ccc(F)cc1,BBB+
Unknown,NCCCN1c2ccccc2CCc2ccccc21,BBB+
Unknown,Cc1cccc2c1Oc1ccccc1C1(O)CCN(C)CC21,BBB+
Unknown,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,BBB+
Unknown,CN1CCC2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,BBB+
Unknown,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCCC2,BBB+
Unknown,CCCCCCCC1(CC)C(=O)NC(=O)NC1=O,BBB+
Unknown,CCCC1(CC)C(=O)NC(=O)NC1=O,BBB+
Unknown,C#CC1(O)CCC2C3C(C)CC4=C(CCC(=O)C4)C3CCC21C,BBB+
Unknown,Cc1c(F)c(=O)n(-c2ccccc2)n1C,BBB+
Unknown,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,BBB+
Unknown,Cc1csc(NC(=N)N)n1,BBB+
Unknown,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,BBB+
Unknown,S=C(NC1CCCCC1)N1CCC(c2c[nH]cn2)CC1,BBB+
Unknown,N=C(N)Nc1nc(-c2ccccc2)cs1,BBB+
Unknown,CCC(NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,BBB+
Unknown,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,BBB+
Unknown,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,BBB+
Unknown,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,BBB+
Unknown,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,BBB+
Unknown,COc1ccc(C(C)C)cc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,BBB+
Unknown,FC(F)(F)c1ccc(N2CCNCC2)nc1Cl,BBB+
Unknown,O=c1c(Br)ccc2n1CC1CNCC2C1,BBB+
Unknown,CN1CCC(n2nc(-c3c(-c4ccccc4)nn4ccccc34)ccc2=O)CC1,BBB+
Unknown,C=CCC(N)c1ccccc1-c1noc2ccccc12,BBB+
Unknown,COc1ccc(OC(F)(F)F)cc1CNC1CCCNC1c1ccccc1,BBB+
Unknown,CC(C)Oc1ccc(OC(F)(F)F)cc1CNC1CCCNC1c1ccccc1,BBB+
Unknown,COc1ccc(C(C)C)cc1CNC1CCCNC1c1ccccc1,BBB+
Unknown,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,BBB+
Unknown,O=C1CCCN1CCCCN1CCN(c2cc(C(F)(F)F)ccn2)CC1,BBB+
Unknown,COc1ccc(-c2nccs2)cc1CNC1CCCNC1c1ccccc1,BBB+
Unknown,CC(C)(C)c1ccc(OC(F)(F)F)c(CNC2CCCNC2c2ccccc2)c1,BBB+
Unknown,CC(C)(C)c1nc(N2CCN(CCCSc3nccc(=O)[nH]3)CC2)cc(C(F)(F)F)n1,BBB+
Unknown,COc1ccccc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,BBB+
Unknown,c1ccc(NCCCOc2cccc(CN3CCCCC3)c2)nc1,BBB+
Unknown,COC(=O)C1C(=O)C=C(Nc2cccc(OC(F)(F)F)c2)CC1C,BBB+
Unknown,FC(F)Oc1ccc(OC(F)(F)F)cc1CNC1CCCNC1c1ccccc1,BBB+
Unknown,Brc1cccc(Br)c1N=C1NCCN1,BBB+
Unknown,O=[N+]([O-])c1nccn1CCCCCCCCF,BBB+
Unknown,COc1cccc(CC2CCN(C3CCC(OC)(c4ccc5c(c4)OCO5)CC3)CC2)c1,BBB+
Unknown,OCCCOc1cccc(CN2CCCCC2)c1,BBB+
Unknown,Nc1ccc(-c2nc3ccc(O)cc3s2)cc1I,BBB+
Unknown,Clc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,BBB+
Unknown,O=c1ccc(-c2c(-c3ccccc3)nn3ccccc23)nn1CCN1CCCCC1,BBB+
Unknown,CCCC(C)CC,BBB+
Unknown,Clc1ccc(Cl)c(N=C2NCCN2)c1,BBB+
Unknown,Fc1cccc(F)c1N=C1NCCN1,BBB+
Unknown,Clc1cc(Br)cc(Cl)c1N=C1NCCN1,BBB+
Unknown,Brc1cc(Br)c(N=C2NCCN2)c(Br)c1,BBB+
Unknown,Ic1ccc(CN2CCCCC2)cc1CN1CCCCC1,BBB+
Unknown,Clc1cccc(Cl)c1NC1N=CCN1,BBB+
Unknown,CCCN1CN(c2ccc(Br)cc2)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,BBB+
Unknown,CCCCCCN1CCN(c2ccc(I)cc2)CC1,BBB+
Unknown,CCCCCCCCC1(CC)C(=O)NC(=O)NC1=O,BBB+
Unknown,O=[N+]([O-])c1c(Cc2ccccc2)c[nH]c1NCCSCc1ccccn1,BBB+
Unknown,c1cc(CN2CCCCC2)cc(OCCCNc2nccs2)c1,BBB+
Unknown,c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3o2)c1,BBB+
Unknown,O=C1CN=C(c2ccccc2)c2c(Cl)cccc2N1,BBB+
Unknown,COc1ccc(C(C)(C)C)cc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,BBB+
Unknown,FC(F)(F)CC(Cl)Br,BBB+
Unknown,COc1ccccc1CNC1CCCNC1c1ccccc1,BBB+
Unknown,CCc1cccc(N=C(C)Nc2cccc(CC)c2)c1,BBB+
Unknown,COc1ccc(S(C)(=O)=O)cc1CNC1CCCNC1c1ccccc1,BBB+
Unknown,CC1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,BBB+
Unknown,Cc1cccc2c1Oc1ccccc1C1(O)CCNCC21,BBB+
Unknown,COc1cc2sc(C)nc2cc1CNC1CCCNC1c1ccccc1,BBB+
Unknown,COc1ccc(N2CCCC2=O)cc1CNC1CCCNC1c1ccccc1,BBB+
Unknown,COc1cc2sc(-c3ccccc3)nc2cc1CNC1CCCNC1c1ccccc1,BBB+
Unknown,COc1ccc(-n2nc(C)cc2C)cc1CNC1CCCNC1c1ccccc1,BBB+
Unknown,COc1cc2oc(C)nc2cc1CNC1CCCNC1c1ccccc1,BBB+
Unknown,COc1cc2sc(C3CC3)nc2cc1CNC1CCCNC1c1ccccc1,BBB+
Unknown,COc1cc2sc(C(C)(C)C)nc2cc1CNC1CCCNC1c1ccccc1,BBB+
Unknown,FC(Br)CC(F)(F)F,BBB+
Unknown,O=[N+]([O-])c1nccn1CC(O)COCF,BBB+
Unknown,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,BBB+
Unknown,COc1cc2c(c(CNC3CCCNC3c3ccccc3)c1)OCC2,BBB+
Unknown,NCCn1ncc2cc(Cl)c(Cl)cc21,BBB+
Unknown,CCCN(CCC)CCc1ccc2c(c1)CC(=O)N2,BBB+
Unknown,COc1ccc(C(C)(C)C)cc1CNC1CCCNC1c1ccccc1,BBB+
Unknown,Clc1ccc2c(c1)C1CNCC1c1ccccc1O2,BBB+
Unknown,O=c1cccc2n1CC1CNC(Br)C2C1,BBB+
Unknown,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,BBB+
Unknown,F/C=C/O/C=C/F,BBB+
Unknown,CCC(C)N1CCN(c2ccc(I)cc2)CC1,BBB+
Unknown,CN1CCN(CCCN2c3ccccc3Sc3cccc(C(F)(F)F)c32)CC1,BBB+
Unknown,CCC(C)Nc1ccc(I)c(NC(C)CC)c1,BBB+
Unknown,Cc1nc2cc(CNC3CCCNC3c3ccccc3)c(OC(C)C)cc2s1,BBB+
Unknown,CN(C)c1ccccc1Sc1ccc(CCF)cc1N,BBB+
Unknown,CC(F)OC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,BBB+
Unknown,N[C@H]1C[C@@H]1c1ccc(F)cc1,BBB+
Unknown,CCCN1CCOC2c3cc(O)ccc3CCC21,BBB+
Unknown,COc1cc2c(cc1OC)[C@@H]1Cc3ccc(OC)c(OC)c3CN1CC2,BBB+
Unknown,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,BBB+
Unknown,Fc1ccc(Cn2c([C@H]3CNCCS3)nc3ccccc32)cc1,BBB+
Unknown,CCCCNC(=S)Nc1ccccc1,BBB+
Unknown,CC1(O)NC=C2CN=C(c3ccccc3F)c3cc(Cl)ccc3N21,BBB+
Unknown,CC(C)CN1CCN(c2ccc(I)cc2)CC1,BBB+
Unknown,CN(C)Cc1ccccc1Sc1ccc(F)cc1N,BBB+
Unknown,Clc1ccc(N2CCN(Cc3cnn4ccccc34)CC2)cc1,BBB+
Unknown,CC(C)CCO,BBB+
Unknown,FC(F)(F)CCC(Cl)Br,BBB+
Unknown,Fc1ccc(Cn2c([C@@H]3CCCNC3)nc3ccccc32)cc1,BBB+
Unknown,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=N[C@@H]2O,BBB+
Unknown,CC1NC(NCC(F)F)=Nc2cccc(Cl)c21,BBB+
Unknown,Cc1ccc(Cn2c([C@H]3CNCCO3)nc3ccccc32)cc1,BBB+
Unknown,Fc1ccc(Cn2c([C@H]3CNCCO3)nc3ccccc32)cc1,BBB+
Unknown,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@H](CO)C3)c2n1,BBB+
Unknown,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,BBB+
Unknown,c1ccc2c(c1)CCC(CNCCCNC1=NCCCN1)O2,BBB+
Unknown,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,BBB+
Unknown,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,BBB+
Unknown,NC(N)=Nc1nc(-c2ccccc2)cs1,BBB+
Unknown,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,BBB+
Unknown,CCC12CCN(CC3(O)CC3)C(Cc3ccc(O)cc31)C2(C)C,BBB+
Unknown,CC(C)(C)OC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc1-2,BBB+
Unknown,CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,BBB+
Unknown,S=C=S,BBB+
Unknown,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,BBB+
Unknown,Clc1cccc(Cl)c1NC1=NCCN1,BBB+
Unknown,CN(C)c1ccnc2sc3c(=O)n(N4CCCCCC4)cnc3c12,BBB+
Unknown,C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,BBB+
Unknown,C[n+]1c2n(c(=O)c3ccccc31)CCC1c3ccccc3NC21,BBB+
Unknown,COc1ccc2c(c1)[C@@]13CCCC[C@@H]1[C@@H](C2)N(C)CC3,BBB+
Unknown,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,BBB+
Unknown,COC(=O)[C@@H]1C(=O)C=C(Nc2ccc(Cl)cc2)C[C@@H]1C,BBB+
Unknown,CN(C)CC/C=C1\c2ccccc2COc2ccccc21,BBB+
Unknown,CN(C)CCO[C@@](C)(c1ccccc1)c1ccccn1,BBB+
Unknown,NC1=NCC2c3ccccc3Cc3ccccc3N12,BBB+
Unknown,CCNC(=O)C(C(N)=O)c1ccccc1,BBB+
Unknown,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,BBB+
Unknown,NCC1(CC(=O)O)CCCCC1,BBB+
Unknown,COc1ccc2c3c1OC1CC(O)C=C(CN(C)C2)C31,BBB+
Unknown,N#Cc1ccc(OCC2CCN(C/C=C/I)CC2)cc1,BBB+
Unknown,Cc1cnc(N=C(N)N)s1,BBB+
Unknown,O=C(Cc1ccc(OCc2ccccc2)cc1)Nc1ccc2cnn(CCN3CCCC3)c2c1,BBB+
Unknown,CN(C)Cc1ccc(-c2c[nH]c(=O)c3cccc(O)c23)cc1,BBB+
Unknown,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,BBB+
Unknown,CC[C@@H](C(N)=O)N1CCCC1=O,BBB+
Unknown,Cl/C(=C\n1cncn1)c1ccc(Cl)cc1Cl,BBB+
Unknown,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,BBB+
Unknown,CNCCCC12CCC(c3ccccc31)c1ccccc12,BBB+
Unknown,CCN(CC)Cc1ccc2c(c1)CCC(N1CCN(CCc3ccc(F)cc3)CC1=O)C2,BBB+
Unknown,Clc1ccc2[nH]nc(NC3CCN(Cc4ccc5c(c4)OCO5)CC3)c2c1,BBB+
Unknown,O=c1cc(NC2CCN(C/C=C/c3ccccc3)CC2)c2cc(Cl)ccc2o1,BBB+
Unknown,CCc1ccc(-c2ccc(C(=O)N(C)C3CCN(C(=O)N4CCC(N5CCCCC5)C4)C3)cc2)cc1,BBB+
Unknown,COc1ccc2[nH]nc(NC3CCN(Cc4ccc5c(c4)OCO5)CC3)c2c1,BBB+
Unknown,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCCN1CCCC1,BBB+
Unknown,O=c1cc(NC2CCN(Cc3ccc4c(c3)CCO4)CC2)c2cc(Cl)ccc2o1,BBB+
Unknown,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,BBB+
Unknown,CCCC(C)(COC(N)=O)COC(N)=O,BBB+
Unknown,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,BBB+
Unknown,C,BBB+
Unknown,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,BBB+
Unknown,COc1ccccc1N1CCN(CCN(C(=O)c2ccc(F)cc2)c2ccccn2)CC1,BBB+
Unknown,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,BBB+
Unknown,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,BBB+
Unknown,c1ccc2c(c1)[nH]c1cnccc12,BBB+
Unknown,c1cncc([C@@H]2CCCN2)c1,BBB+
Unknown,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,BBB+
